"","movie_title","color","director_name","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_2_name","actor_1_facebook_likes","gross","genres","actor_1_name","num_voted_users","cast_total_facebook_likes","actor_3_name","facenumber_in_poster","plot_keywords","movie_imdb_link","num_user_for_reviews","language","country","content_rating","budget","title_year","actor_2_facebook_likes","imdb_score","aspect_ratio","movie_facebook_likes","id","imdbID","spanishTitle","imdbPictureURL","year","rtID","rtAllCriticsRating","rtAllCriticsNumReviews","rtAllCriticsNumFresh","rtAllCriticsNumRotten","rtAllCriticsScore","rtTopCriticsRating","rtTopCriticsNumReviews","rtTopCriticsNumFresh","rtTopCriticsNumRotten","rtTopCriticsScore","rtAudienceRating","rtAudienceNumRatings","rtAudienceScore","rtPictureURL"
"1976","The Brothers Grimm","Color","Terry Gilliam",233,118,0,871,"Heath Ledger",13000,37899638,"Action|Adventure|Comedy|Fantasy|Thriller","Matt Damon",98472,27114,"Mackenzie Crook",2,"creature|curse|exorcism|girl|village","http://www.imdb.com/title/tt0355295/?ref_=fn_tt_tt_1",492,"English","USA","PG-13",8.8e+07,2005,13000,5.9,1.85,0,36401,355295,"El secreto de los hermanos Grimm","http://ia.media-imdb.com/images/M/MV5BMTk0OTY1NTc2M15BMl5BanBnXkFtZTcwMDkyNzEzMQ@@._V1._SY314_CR4,0,214,314_.jpg",2005,"brothers_grimm","5.1","177","66","111","37","4.8","34","10","24","29","2.9","36907","47","http://content9.flixster.com/movie/10/88/08/10880899_det.jpg"
"1977","The Brothers McMullen","Color","Edward Burns",36,98,0,73,"Michael McGlone",138,10246600,"Comedy|Drama|Romance","Shari Albert",6375,388,"Maxine Bahns",0,"abusive father|critically acclaimed|loss of father|love|true love","http://www.imdb.com/title/tt0112585/?ref_=fn_tt_tt_1",36,"English","USA","R",25000,1995,111,6.6,1.85,265,144,112585,"Los hermanos McMullen","http://ia.media-imdb.com/images/M/MV5BMTIwODk3MDU5N15BMl5BanBnXkFtZTcwMTE2NTYyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1995,"brothers_mcmullen","7.1","34","31","3","91","7.8","6","6","0","100","3.2","1225","55","http://content8.flixster.com/movie/10/87/96/10879638_det.jpg"
"1978","The Brothers Solomon","Color","Bob Odenkirk",51,93,0,622,"Lee Majors",966,900926,"Comedy","Jenna Fischer",9517,3307,"Will Forte",2,"antarctica|coma|neighbor|phd|pregnancy","http://www.imdb.com/title/tt0784972/?ref_=fn_tt_tt_1",46,"English","USA","R",1e+07,2007,799,5.3,1.85,319,54934,784972,"The Brothers Solomon","http://ia.media-imdb.com/images/M/MV5BMjEyNzM1Mzk5MF5BMl5BanBnXkFtZTcwMzIxMzU1MQ@@._V1._SY314_CR4,0,214,314_.jpg",2007,"brothers_solomon","3.3","72","11","61","15","3.8","20","3","17","15","2.6","21959","31","http://content7.flixster.com/movie/10/88/79/10887965_det.jpg"
"1979","The Brown Bunny","Color","Vincent Gallo",115,93,787,0,"Cheryl Tiegs",787,365734,"Drama","Vincent Gallo",11487,883,"Anna Vareschi",0,"boyfriend girlfriend relationship|erection|female frontal nudity|gang rape|prostitute","http://www.imdb.com/title/tt0330099/?ref_=fn_tt_tt_1",226,"English","USA","Not Rated",1e+07,2003,96,5,1.66,952,27664,330099,"The Brown Bunny","http://ia.media-imdb.com/images/M/MV5BMTU2MzQ5NjMyNV5BMl5BanBnXkFtZTcwODYyODYyMQ@@._V1._SX214_CR0,0,214,314_.jpg",2003,"brown_bunny","5.1","89","39","50","43","4.8","30","13","17","43","2.9","2486","48","http://content8.flixster.com/movie/10/88/57/10885774_det.jpg"
"1980","The Bucket List","Color","Rob Reiner",207,97,0,760,"Noel Gugliemi",11000,93452056,"Adventure|Comedy|Drama","Morgan Freeman",184795,14868,"Sean Hayes",1,"billionaire|friend|hospital|list|mechanic","http://www.imdb.com/title/tt0825232/?ref_=fn_tt_tt_1",310,"English","USA","PG-13",4.5e+07,2007,2000,7.4,1.85,22000,56587,825232,"Ahora o nunca","http://ia.media-imdb.com/images/M/MV5BMTM5MjQ1Mzk1N15BMl5BanBnXkFtZTcwNzQ0MDQ3MQ@@._V1._SX214_CR0,0,214,314_.jpg",2007,"bucket_list","5.1","163","66","97","40","4.6","35","9","26","25","3.8","126324","81","http://content6.flixster.com/movie/10/30/89/10308980_det.jpg"
"1981","The Business of Fancydancing","Color","Sherman Alexie",12,103,18,61,"Leo Rossi",96,174682,"Drama|Music","William Joseph Elk III",460,314,"Cynthia Geary",0,"funeral|gay|native american protagonist|poet|reservation","http://www.imdb.com/title/tt0303313/?ref_=fn_tt_tt_1",14,"English","USA","",2e+05,2002,90,6.9,NA,96,6647,303313,"The Business of Fancydancing","http://ia.media-imdb.com/images/M/MV5BMTYzMjgxOTI2M15BMl5BanBnXkFtZTcwNDAzMzIyMQ@@._V1._SY314_CR3,0,214,314_.jpg",2002,"business_of_fancydancing","5.7","30","17","13","56","5.2","8","4","4","50","3.6","262","70","http://content6.flixster.com/movie/29/55/295512_det.jpg"
"1982","The Business of Strangers","Color","Patrick Stettner",61,84,5,152,"Tony Devon",944,1028337,"Drama|Thriller","Stockard Channing",3413,1407,"Frederick Weller",2,"airport|businesswoman|hotel|revenge|vegetarian","http://www.imdb.com/title/tt0270259/?ref_=fn_tt_tt_1",78,"English","USA","R",NA,2001,257,6.4,1.85,29,4965,270259,"Oscuros negocios","http://ia.media-imdb.com/images/M/MV5BODc3ODcwMTc1MV5BMl5BanBnXkFtZTcwMDQ1OTEzMQ@@._V1._SY314_CR2,0,214,314_.jpg",2001,"business_of_strangers","6.5","91","72","19","79","7.3","29","27","2","93","3.1","808","49","http://content9.flixster.com/movie/28/16/281615_det.jpg"
"1983","The Butterfly Effect","Color","Eric Bress",185,120,19,829,"Eric Stoltz",8000,23947,"Sci-Fi|Thriller","Logan Lerman",357579,12755,"Cameron Bright",0,"blackout|child pornography|memory|surprise ending|time travel","http://www.imdb.com/title/tt0289879/?ref_=fn_tt_tt_1",1100,"English","USA","R",1.3e+07,2004,902,7.7,1.85,15000,5716,289879,"El efecto mariposa","http://ia.media-imdb.com/images/M/MV5BMTk5MTY3MDQyNV5BMl5BanBnXkFtZTcwOTM5MDYyMQ@@._V1._SX214_CR0,0,214,314_.jpg",2004,"butterfly_effect","4.8","166","55","111","33","3.8","34","6","28","17","3.6","109956","81","http://content8.flixster.com/movie/11/14/18/11141874_det.jpg"
"1984","The Cable Guy","Color","Ben Stiller",72,96,0,302,"Janeane Garofalo",2000,60154431,"Comedy|Drama|Thriller","Matthew Broderick",122347,3718,"Andy Dick",1,"cable guy|foreplay|friend|kissing|television","http://www.imdb.com/title/tt0115798/?ref_=fn_tt_tt_1",345,"English","USA","PG-13",4.7e+07,1996,1000,6,2.35,0,784,115798,"Un loco a domicilio","http://ia.media-imdb.com/images/M/MV5BMTIwODI4OTA5NF5BMl5BanBnXkFtZTcwMzQ5MDYyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1996,"cable_guy","5.4","54","28","26","51","4","14","2","12","14","2.8","27061","50","http://content9.flixster.com/movie/10/87/05/10870531_det.jpg"
"1985","The Cat in the Hat","Color","Bo Welch",109,82,34,434,"Kelly Preston",760,100446895,"Adventure|Comedy|Family|Fantasy","Sean Hayes",36033,2762,"Spencer Breslin",1,"based on cult comic book|cat|home alone|imagination|talking cat","http://www.imdb.com/title/tt0312528/?ref_=fn_tt_tt_1",456,"English","USA","PG",1.09e+08,2003,743,3.8,1.85,946,6951,312528,"El gato","http://ia.media-imdb.com/images/M/MV5BMTcxOTAxODc5MF5BMl5BanBnXkFtZTcwMDg5MDYyMQ@@._V1._SY216_CR34,0,214,216_.jpg",2003,"cat_in_the_hat","3.2","148","16","132","10","3.4","37","5","32","13","2.5","15383","41","http://content6.flixster.com/movie/26/53/265308_det.jpg"
"1986","The Cave","Color","Bruce Hunt",140,93,2,258,"Cole Hauser",849,14888028,"Adventure|Horror|Thriller","Eddie Cibrian",28606,2178,"Marcel Iures",0,"cave|diver|diving|flare|parasite","http://www.imdb.com/title/tt0402901/?ref_=fn_tt_tt_1",262,"English","USA","PG-13",3e+07,2005,787,5.1,2.35,0,36509,402901,"La caverna maldita","http://ia.media-imdb.com/images/M/MV5BMTY2NDY3MzY2NV5BMl5BanBnXkFtZTcwNzMzNjgyMQ@@._V1._SX214_CR0,0,214,314_.jpg",2005,"cave","3.5","105","12","93","11","3","24","1","23","4","2.8","10980","38","http://content9.flixster.com/movie/10/88/22/10882223_det.jpg"
"1987","The Caveman's Valentine","Color","Kasi Lemmons",58,105,148,400,"Tamara Tunie",539,687081,"Crime|Drama|Music|Mystery|Thriller","Colm Feore",5602,1767,"Aunjanue Ellis",0,"chrysler building manhattan new york city|delusion|manhattan new york city|new york city|title directed by female","http://www.imdb.com/title/tt0182000/?ref_=fn_tt_tt_1",59,"English","USA","R",NA,2001,508,6,1.85,329,4164,182000,"Muerte de un ángel","http://ia.media-imdb.com/images/M/MV5BMTc0MzI0MTkwMl5BMl5BanBnXkFtZTYwNDMxMjk5._V1._SY288_CR1,0,214,288_.jpg",2001,"cavemans_valentine","5.1","80","35","45","43","4.7","29","11","18","37","3.1","1346","52","http://content7.flixster.com/movie/28/03/280393_det.jpg"
"1988","The Cell","Color","Tarsem Singh",225,109,763,311,"Jake Weber",812,61280963,"Horror|Sci-Fi|Thriller","Dylan Baker",79877,2474,"James Gammon",1,"coma|fbi|race against time|serial killer|strong female lead","http://www.imdb.com/title/tt0209958/?ref_=fn_tt_tt_1",677,"English","USA","R",3.3e+07,2000,551,6.3,2.35,0,3863,209958,"La celda","http://ia.media-imdb.com/images/M/MV5BMTY2MjcwMzA0Ml5BMl5BanBnXkFtZTYwMzIxMjk5._V1._SX214_CR0,0,214,314_.jpg",2000,"cell","5.3","142","65","77","45","4.5","31","13","18","41","2.8","13598","55","http://content6.flixster.com/movie/27/01/270120_det.jpg"
"1989","The Charge of the Light Brigade"," Black and White","Michael Curtiz",24,100,345,94,"David Niven",843,NA,"Action|Adventure|Romance|War","Errol Flynn",3418,1621,"Spring Byington",3,"attack|fort|india|lancer|massacre","http://www.imdb.com/title/tt0027438/?ref_=fn_tt_tt_1",52,"English","USA","Approved",1200000,1936,490,7.1,1.37,204,5381,62790,"La última carga","http://ia.media-imdb.com/images/M/MV5BMjA4MDI0Njc0NF5BMl5BanBnXkFtZTcwNTQ3MjYyMQ@@._V1._SY314_CR4,0,214,314_.jpg",1968,"balaclava-1854","0","0","0","0","0","0","0","0","0","0","0","0","0","http://content8.flixster.com/movie/10/84/10/10841014_det.jpg"
"1990","The Children of Huang Shi","Color","Roger Spottiswoode",67,125,55,2,"Guang Li",991,1027749,"Drama|War","Radha Mitchell",8087,1003,"Matthew Walker",4,"british|communist|journalist|nurse|orphan","http://www.imdb.com/title/tt0889588/?ref_=fn_tt_tt_1",33,"English","Australia","R",4e+07,2008,10,7.1,2.35,1000,60046,889588,"Los niños de Huang Shi","http://ia.media-imdb.com/images/M/MV5BMTM2MTM3MjM4NV5BMl5BanBnXkFtZTcwNDI1MzA3MQ@@._V1._SX214_CR0,0,214,314_.jpg",2008,"","4.6","72","22","50","30","4.6","21","6","15","28","3.2","8648","67","http://content8.flixster.com/movie/10/91/61/10916194_det.jpg"
"1991","The Chronicles of Narnia: Prince Caspian","Color","Andrew Adamson",258,150,80,201,"Pierfrancesco Favino",22000,141614023,"Action|Adventure|Family|Fantasy","Peter Dinklage",149922,22697,"DamiÃ¡n AlcÃ¡zar",4,"brother brother relationship|brother sister relationship|good versus evil|king|narnia","http://www.imdb.com/title/tt0499448/?ref_=fn_tt_tt_1",438,"English","USA","PG",2.25e+08,2008,216,6.6,2.35,0,32170,499448,"Las crónicas de Narnia: El príncipe Caspian","http://ia.media-imdb.com/images/M/MV5BMjAxNjk2MjAxMF5BMl5BanBnXkFtZTcwMDA5NzUwMg@@._V1._SY314_CR4,0,214,314_.jpg",2008,"chronicles_of_narnia_prince_caspian","6.3","179","120","59","67","6.2","37","23","14","62","3.8","154104","78","http://content6.flixster.com/movie/11/12/92/11129292_det.jpg"
"1992","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Color","Andrew Adamson",284,150,80,82,"Kiran Shah",1000,291709845,"Adventure|Family|Fantasy","Jim Broadbent",286506,1317,"Shane Rangi",5,"hide and seek|lion|magic|professor|snow","http://www.imdb.com/title/tt0363771/?ref_=fn_tt_tt_1",1463,"English","USA","PG",1.8e+08,2005,190,6.9,2.35,0,41566,363771,"Las crónicas de Narnia - El león, la bruja y el armario","http://ia.media-imdb.com/images/M/MV5BMTc0NTUwMTU5OV5BMl5BanBnXkFtZTcwNjAwNzQzMw@@._V1._SX214_CR0,0,214,314_.jpg",2005,"chronicles_of_narnia_lion_witch_wardrobe","6.9","206","156","50","75","7.1","38","29","9","76","3.1","260071","62","http://content8.flixster.com/movie/10/91/87/10918786_det.jpg"
"1993","The Chronicles of Riddick","Color","David Twohy",207,134,123,567,"Alexa Davalos",14000,57637485,"Action|Adventure|Sci-Fi|Thriller","Vin Diesel",183909,17159,"Christina Cox",0,"bounty hunter|escape|necromonger|planet|warrior","http://www.imdb.com/title/tt0296572/?ref_=fn_tt_tt_1",666,"English","USA","PG-13",1.05e+08,2004,850,6.7,2.35,0,8371,296572,"Las crónicas de Riddick","http://ia.media-imdb.com/images/M/MV5BMTIyMzU2MTIyMV5BMl5BanBnXkFtZTcwODIzODYyMQ@@._V1._SY314_CR3,0,214,314_.jpg",2004,"chronicles_of_riddick","4.6","158","46","112","29","4","33","4","29","12","3.3","35951","73","http://content7.flixster.com/movie/10/88/45/10884541_det.jpg"
"1994","The Chumscrubber","Color","Arie Posin",74,108,3,436,"John Heard",710,49526,"Comedy|Drama","Rory Culkin",16299,2119,"Tim DeKay",1,"chumscrubber|death|friend|pills|school","http://www.imdb.com/title/tt0406650/?ref_=fn_tt_tt_1",129,"English","USA","R",6800000,2005,697,7,2.35,1000,34523,406650,"The Chumscrubber","http://ia.media-imdb.com/images/M/MV5BNzg1NzUxNzAwN15BMl5BanBnXkFtZTcwOTMzMTAzMQ@@._V1._SX146_SY217_.jpg",2005,"chumscrubber","4.9","58","20","38","34","4.8","8","3","5","37","3.5","6925","76","http://content7.flixster.com/movie/24/99/249913_det.jpg"
"1995","The Claim","Color","Michael Winterbottom",71,115,187,887,"Sarah Polley",14000,403932,"Drama|Romance|Western","Milla Jovovich",5254,17104,"Shirley Henderson",4,"gold|gold mine|miner|railroad|surveyor","http://www.imdb.com/title/tt0218378/?ref_=fn_tt_tt_1",92,"English","UK","R",2e+07,2000,900,6.5,2.35,141,4035,218378,"El perdón","http://ia.media-imdb.com/images/M/MV5BMTM1MzIxMzQ3Nl5BMl5BanBnXkFtZTcwMTU5MjUxMQ@@._V1._SX98_SY140_.jpg",2000,"claim","5.8","83","52","31","62","6.2","28","18","10","64","3.1","892","46","http://content7.flixster.com/movie/28/22/282225_det.jpg"
"1996","The Clan of the Cave Bear","Color","Michael Chapman",21,98,70,90,"Pamela Reed",876,1953732,"Adventure|Drama|Fantasy","Curtis Armstrong",4996,1351,"Mike Muscat",0,"cave bear|cro magnon|neanderthal|survival|tradition","http://www.imdb.com/title/tt0090848/?ref_=fn_tt_tt_1",62,"English","USA","R",1.5e+07,1986,324,5.3,2.35,843,2147,90848,"El clan del oso cavernario","http://ia.media-imdb.com/images/M/MV5BMTM4NDY4NjYwOF5BMl5BanBnXkFtZTcwODQyODMyMQ@@._V1._SY314_CR1,0,214,314_.jpg",1986,"clan_of_the_cave_bear","3.7","8","1","7","12","0","1","0","1","0","2.9","1148","48","http://content8.flixster.com/movie/10/88/22/10882214_det.jpg"
"1997","The Client","Color","Joel Schumacher",39,119,541,551,"Anthony LaPaglia",821,92115211,"Crime|Drama|Mystery|Thriller","Bradley Whitford",45798,4043,"Brad Renfro",3,"boy|brother|lawyer|mafia|senator","http://www.imdb.com/title/tt0109446/?ref_=fn_tt_tt_1",94,"English","USA","PG-13",4.5e+07,1994,577,6.7,2.35,1000,350,109446,"El cliente","http://ia.media-imdb.com/images/M/MV5BMTI4NjM0NzQxOV5BMl5BanBnXkFtZTcwMTQ4MDEzMQ@@._V1._SY314_CR8,0,214,314_.jpg",1994,"client","6.1","35","28","7","80","6.2","7","5","2","71","3.3","7408","67","http://content8.flixster.com/movie/26/01/260102_det.jpg"
"1998","The Color of Money","Color","Martin Scorsese",59,119,17000,638,"Bill Cobbs",10000,52293982,"Drama|Sport","Tom Cruise",57831,11895,"Mary Elizabeth Mastrantonio",1,"hustler|losing|pool|pool player|tournament","http://www.imdb.com/title/tt0090863/?ref_=fn_tt_tt_1",115,"English","USA","R",13800000,1986,970,7,1.85,0,2474,90863,"El color del dinero","http://ia.media-imdb.com/images/M/MV5BMTM4Njc2ODUyNl5BMl5BanBnXkFtZTcwNTA2NjkxMQ@@._V1._SY314_CR4,0,214,314_.jpg",1986,"color_of_money","7.3","34","31","3","91","6.8","8","6","2","75","3.3","8226","65","http://content7.flixster.com/movie/26/80/268025_det.jpg"
"1999","The Color Purple","Color","Steven Spielberg",70,154,14000,271,"Rae Dawn Chong",852,94175854,"Drama","Oprah Winfrey",60988,2592,"Dana Ivey",0,"book strap|girl|racial discrimination|racial tension|stereotype","http://www.imdb.com/title/tt0088939/?ref_=fn_tt_tt_1",199,"English","USA","PG-13",1.5e+07,1985,581,7.8,1.85,6000,2739,88939,"El color púrpura","http://ia.media-imdb.com/images/M/MV5BMjEyMTI0NTIzNV5BMl5BanBnXkFtZTYwNjYyMzg5._V1._SY314_CR6,0,214,314_.jpg",1985,"color_purple","6.7","24","21","3","87","0","1","1","0","100","3.9","30970","93","http://content9.flixster.com/movie/10/93/85/10938559_det.jpg"
"2000","The Constant Gardener","Color","Fernando Meirelles",226,129,353,151,"Danny Huston",883,33565375,"Drama|Mystery|Romance|Thriller","Archie Panjabi",111351,1565,"Donald Sumpter",0,"death|diplomat|doctor|kenya|murder","http://www.imdb.com/title/tt0387131/?ref_=fn_tt_tt_1",568,"English","UK","R",1.5e+07,2005,430,7.5,1.85,0,36517,387131,"El jardinero fiel","http://ia.media-imdb.com/images/M/MV5BMTg1MTYyMDE2NF5BMl5BanBnXkFtZTcwNTk1NTAzMQ@@._V1._SX214_CR0,0,214,314_.jpg",2005,"constant_gardener","7.6","181","151","30","83","8.2","36","33","3","91","3.5","31578","81","http://content6.flixster.com/movie/25/00/250092_det.jpg"
"2001","The Contender","Color","Rod Lurie",136,126,37,883,"Gary Oldman",12000,17804273,"Drama|Thriller","Jeff Bridges",20449,25660,"William Petersen",0,"bridge|governor|political thriller|president|vice president","http://www.imdb.com/title/tt0208874/?ref_=fn_tt_tt_1",370,"English","USA","R",2e+07,2000,10000,7,1.85,1000,3952,208874,"Candidata al poder","http://ia.media-imdb.com/images/M/MV5BMTQ5NjEzNDUxNV5BMl5BanBnXkFtZTcwNzMxNDcxMQ@@._V1._SY314_CR2,0,214,314_.jpg",2000,"1100998-contender","6.7","128","97","31","75","6.2","34","25","9","73","3.5","2093","72","http://content7.flixster.com/movie/28/54/285405_det.jpg"
"2002","The Conversation","Color","Francis Ford Coppola",149,113,0,324,"Teri Garr",11000,NA,"Drama|Mystery|Thriller","Harrison Ford",74651,12157,"Cindy Williams",2,"corruption|neo noir|recording|saxophone|surveillance","http://www.imdb.com/title/tt0071360/?ref_=fn_tt_tt_1",313,"English","USA","PG",1600000,1974,481,7.9,1.37,6000,3730,71360,"La conversación","http://ia.media-imdb.com/images/M/MV5BODY3OTI3ODk3MF5BMl5BanBnXkFtZTcwMjkxMjY1Mw@@._V1._SY314_CR4,0,214,314_.jpg",1974,"conversation","8.6","43","42","1","97","0","4","4","0","100","4","7644","89","http://content7.flixster.com/movie/10/88/81/10888101_det.jpg"
"2003","The Cookout","Color","Lance Rivera",21,97,3,578,"Vincent Pastore",1000,11540112,"Comedy","Farrah Fawcett",2385,3835,"Jenifer Lewis",1,"flatulence|interracial marriage|marriage","http://www.imdb.com/title/tt0380277/?ref_=fn_tt_tt_1",20,"English","USA","PG-13",NA,2004,584,3.6,1.85,177,8834,380277,"The Cookout","http://ia.media-imdb.com/images/M/MV5BMTI3OTUwMjIyMF5BMl5BanBnXkFtZTcwNzgyNDYyMQ@@._V1._SY314_CR1,0,214,314_.jpg",2004,"cookout","2.8","42","2","40","4","2.6","14","1","13","7","2.9","1132","50","http://content6.flixster.com/movie/26/33/263300_det.jpg"
"2004","The Cooler","Color","Wayne Kramer",157,101,47,407,"Paul Sorvino",658,8243880,"Crime|Drama|Fantasy|Romance","Estella Warren",28714,3086,"Shawn Hatosy",1,"female pubic hair|girl in panties|leg spreading|public nudity|sex in bed","http://www.imdb.com/title/tt0318374/?ref_=fn_tt_tt_1",215,"English","USA","R",3200000,2003,636,7,2.35,762,7137,318374,"The Cooler","http://ia.media-imdb.com/images/M/MV5BMjA5ODc2MDQ5Ml5BMl5BanBnXkFtZTcwODgyNDYyMQ@@._V1._SX214_CR0,0,214,314_.jpg",2003,"cooler","6.7","168","129","39","76","7.2","36","32","4","88","3.3","3858","68","http://content8.flixster.com/movie/27/05/270598_det.jpg"
"2005","The Core","Color","Jon Amiel",149,135,36,106,"TchÃ©ky Karyo",894,31111260,"Action|Adventure|Sci-Fi|Thriller","Glenn Morshower",77029,1439,"Rekha Sharma",0,"core|earth|natural disaster|pacemaker|scientist","http://www.imdb.com/title/tt0298814/?ref_=fn_tt_tt_1",466,"English","USA","PG-13",6e+07,2003,345,5.4,2.35,0,6264,298814,"El núcleo","http://ia.media-imdb.com/images/M/MV5BMTI1NDk4Njk4M15BMl5BanBnXkFtZTcwOTQ0MTQyMQ@@._V1._SX214_CR0,0,214,314_.jpg",2003,"core","5.3","150","63","87","42","5.3","31","14","17","45","2.7","16895","41","http://content9.flixster.com/movie/10/84/02/10840223_det.jpg"
"2006","The Corruptor","Color","James Foley",91,110,164,45,"Paul Ben-Victor",258,15156200,"Action|Crime|Drama|Mystery|Thriller","Byron Mann",15358,571,"Kim Chan",2,"chinatown|illegal immigrant|new york|police|triad","http://www.imdb.com/title/tt0142192/?ref_=fn_tt_tt_1",131,"English","USA","R",3e+07,1999,218,6,2.35,328,2540,142192,"The Corruptor","http://ia.media-imdb.com/images/M/MV5BMTIwNDg5MDc0MF5BMl5BanBnXkFtZTcwOTM1NTIyMQ@@._V1._SY314_CR7,0,214,314_.jpg",1999,"corruptor","5.3","46","22","24","47","5.7","15","8","7","53","3","2255","43","http://content7.flixster.com/movie/27/57/275717_det.jpg"
"2007","The Cotton Club","Color","Francis Ford Coppola",36,123,0,886,"Bob Hoskins",12000,25900000,"Crime|Drama|Music","Nicolas Cage",12771,18793,"Fred Gwynne",1,"brothers hugging|jazz|jealousy|nudity|parole violation","http://www.imdb.com/title/tt0087089/?ref_=fn_tt_tt_1",84,"English","USA","R",5.8e+07,1984,5000,6.5,1.85,828,4690,87089,"Cotton Club","http://ia.media-imdb.com/images/M/MV5BMTI1MjgzMzY4NF5BMl5BanBnXkFtZTcwMDU0MTQyMQ@@._V1._SY216_CR37,0,214,216_.jpg",1984,"cotton_club","6.3","23","17","6","73","0","3","2","1","66","3.2","1978","53","http://content8.flixster.com/movie/10/85/17/10851710_det.jpg"
"2008","The Count of Monte Cristo","Color","Kevin Reynolds",138,131,58,720,"James Frain",15000,54228104,"Action|Adventure|Drama|Romance|Thriller","Henry Cavill",104991,17152,"Michael Wincott",1,"count|escape|island|revenge|sailor","http://www.imdb.com/title/tt0245844/?ref_=fn_tt_tt_1",544,"English","UK","PG-13",3.5e+07,2002,1000,7.7,1.85,0,5064,245844,"La venganza del conde de Montecristo","http://ia.media-imdb.com/images/M/MV5BMTUyMzQ5ODgwM15BMl5BanBnXkFtZTcwNDI0OTkyMQ@@._V1._SY314_CR2,0,214,314_.jpg",2002,"1110288-count_of_monte_cristo","6.6","134","99","35","73","6.3","27","18","9","66","3.6","29907","85","http://content7.flixster.com/movie/11/12/83/11128345_det.jpg"
"2009","The Country Bears","Color","Peter Hastings",43,88,0,939,"Alex Rocco",3000,16988996,"Comedy|Family|Music|Musical","Haley Joel Osment",3875,8189,"Stephen Root",1,"animal in title|bear|box office flop|disney|satire","http://www.imdb.com/title/tt0276033/?ref_=fn_tt_tt_1",75,"English","USA","G",3.5e+07,2002,968,4,1.85,422,5482,276033,"Osos a todo ritmo","http://ia.media-imdb.com/images/M/MV5BMTk4NjI4NjgyOF5BMl5BanBnXkFtZTcwOTAxMjgxMQ@@._V1._SY314_CR61,0,214,314_.jpg",2002,"country_bears","4.3","77","21","56","27","4.2","21","4","17","19","2.7","2600","39","http://content6.flixster.com/movie/10/87/62/10876240_det.jpg"
"2010","The Covenant","Color","Renny Harlin",120,97,212,637,"Kyle Schmid",960,23292105,"Action|Fantasy|Horror|Thriller","Laura Ramsey",39541,3261,"Toby Hemingway",0,"family secret|friendship between men|magic|supernatural power|teenager","http://www.imdb.com/title/tt0475944/?ref_=fn_tt_tt_1",334,"English","USA","PG-13",2e+07,2006,917,5.3,2.35,3000,47952,475944,"La alianza del mal","http://ia.media-imdb.com/images/M/MV5BMjA1OTc1Nzg0OF5BMl5BanBnXkFtZTcwNjU5NTc0MQ@@._V1._SY314_CR5,0,214,314_.jpg",2006,"covenant","2.7","71","2","69","2","2.8","18","0","18","0","3.3","56344","68","http://content8.flixster.com/movie/23/86/16/2386162_det.jpg"
"2011","The Craft","Color","Andrew Fleming",93,101,26,266,"Rachel True",838,24881000,"Drama|Fantasy|Horror|Thriller","Christine Taylor",57140,1812,"Brenda Strong",0,"coven|occult|outcast|spell|witch","http://www.imdb.com/title/tt0115963/?ref_=fn_tt_tt_1",195,"English","USA","R",1.5e+07,1996,328,6.2,1.85,6000,724,115963,"Jóvenes y brujas","http://ia.media-imdb.com/images/M/MV5BMTQ2MTQ5Nzg0N15BMl5BanBnXkFtZTcwOTY5ODEyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1996,"craft","5.4","29","13","16","44","5.5","6","2","4","33","3.1","23740","67","http://content6.flixster.com/movie/10/85/08/10850868_det.jpg"
"2012","The Crocodile Hunter: Collision Course","Color","John Stainton",61,90,0,234,"Aden Young",477,28399192,"Action|Adventure|Comedy|Family","Steve Irwin",5663,1483,"Steve Bastoni",0,"cia|crocodile|satellite|snake|spider","http://www.imdb.com/title/tt0305396/?ref_=fn_tt_tt_1",106,"English","Australia","PG",1.3e+07,2002,238,5.4,2.35,332,5462,305396,"El cazacocodrilos","http://ia.media-imdb.com/images/M/MV5BMjE3MjkzMjQ0N15BMl5BanBnXkFtZTYwMzU2OTc5._V1._SX214_CR0,0,214,314_.jpg",2002,"crocodile_hunter_collision_course","5.2","81","42","39","51","5.7","20","12","8","60","2.8","4549","51","http://content7.flixster.com/movie/10/91/77/10917789_det.jpg"
"2013","The Crow","Color","Alex Proyas",118,98,295,380,"Bai Ling",720,50693162,"Action|Drama|Fantasy","Michael Wincott",136580,2630,"David Patrick Kelly",0,"back from the dead|crime boss|crow|gothic|vigilante","http://www.imdb.com/title/tt0109506/?ref_=fn_tt_tt_1",545,"English","USA","R",2.3e+07,1994,581,7.6,1.85,15000,353,109506,"El cuervo","http://ia.media-imdb.com/images/M/MV5BMTc5MjQzMDE3Ml5BMl5BanBnXkFtZTcwMzk0ODQyMQ@@._V1._SY314_CR4,0,214,314_.jpg",1994,"crow","7","40","33","7","82","6.9","8","6","2","75","3.8","64467","87","http://content6.flixster.com/movie/10/93/21/10932156_det.jpg"
